dataset_version,decision_id,call_id,split,turn_index,phase,scenario_id,scenario_family,category,product,intent,member_utterance,utterance_hash,template_family_id,valence,arousal,urgency,authentication_state,risk_tier,authorization_claim,status_claim,amount_usd,event_age_hours,business_day_context,regulatory_flags_json,case_facts_json,action_mask_group,candidate_actions_json,preferred_action_family,acceptable_action_families_json,prohibited_behaviors_json,candidate_rewards_json,reward_preferred,reward_acceptable,reward_wrong,reward_prohibited,script_text_status
0.1.0,SYN-CU-010-CU003-031-D3,SYN-CU-010-CU003-031,train,3,resolve_or_escalate,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"Please confirm the next approved action for the balance-transfer terms from about an hour ago, involving $4,185.94, and what still depends on policy review.",af2124da4706c85c,train_stage2_template3,neutral,medium,routine,verified,routine,authorized,information_request,4185.94,1,weekend,"[""reg_z_terms_review""]","{""amount_usd"":4185.94,""event_age_hours"":1,""business_day_context"":""weekend"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CLOSE_ROUTINE,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""CLOSE_INTERACTION""]",CONFIRM_NEXT_STEP,"[""CLOSE_INTERACTION"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":0.25,""CONFIRM_NEXT_STEP"":1.0,""DOCUMENT_CASE"":0.25}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-032-D1,SYN-CU-010-CU003-032,train,1,authenticate_and_scope,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"Here's what brought me in around a possible holiday closure: I am comparing the balance-transfer promotion with my regular APR. This came up recently. Please help me understand the applicable fee, APR, promotion, and eligible amount without assuming terms. For context, I want the applicable agreement rather than a generic estimate. It is not an emergency, but I need a clear next step.",6ce420cd0946ace3,train_stage0_template4,positive,low,routine,not_started,routine,authorized,information_request,9416.16,240,holiday_status_unknown,"[""reg_z_terms_review""]","{""amount_usd"":9416.16,""event_age_hours"":240,""business_day_context"":""holiday_status_unknown"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",INTAKE_ROUTINE,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""DOCUMENT_CASE""]",VERIFY_IDENTITY,"[""CLARIFY_REQUEST"",""DOCUMENT_CASE""]","[""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH""]","{""CLARIFY_REQUEST"":0.25,""DOCUMENT_CASE"":0.25,""VERIFY_IDENTITY"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-032-D2,SYN-CU-010-CU003-032,train,2,investigate_and_classify,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"What I can confirm is this: the amount is $9,416.16, it was around ten days ago, and I want the applicable agreement rather than a generic estimate.",35871017d5b8f3ea,train_stage1_template4,negative,low,routine,verified,routine,authorized,information_request,9416.16,240,holiday_status_unknown,"[""reg_z_terms_review""]","{""amount_usd"":9416.16,""event_age_hours"":240,""business_day_context"":""holiday_status_unknown"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CARD_TERMS,"[""REVIEW_CARD_TERMS"",""EXPLAIN_GENERAL_PROCESS"",""REFER_CARD_SPECIALIST"",""DOCUMENT_CASE""]",REVIEW_CARD_TERMS,"[""DOCUMENT_CASE"",""EXPLAIN_GENERAL_PROCESS""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""STATE_UNVERIFIED_POLICY""]","{""DOCUMENT_CASE"":0.25,""EXPLAIN_GENERAL_PROCESS"":0.25,""REFER_CARD_SPECIALIST"":-1.0,""REVIEW_CARD_TERMS"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-032-D3,SYN-CU-010-CU003-032,train,3,resolve_or_escalate,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"What should happen next when I am comparing the balance-transfer promotion with my regular APR, with the event occurring around ten days ago, given that I want the applicable agreement rather than a generic estimate, and what outcome should not be promised yet?",523afac917fe1410,train_stage2_template2,neutral,medium,routine,verified,routine,authorized,information_request,9416.16,240,holiday_status_unknown,"[""reg_z_terms_review""]","{""amount_usd"":9416.16,""event_age_hours"":240,""business_day_context"":""holiday_status_unknown"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CLOSE_ROUTINE,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""CLOSE_INTERACTION""]",CONFIRM_NEXT_STEP,"[""CLOSE_INTERACTION"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":0.25,""CONFIRM_NEXT_STEP"":1.0,""DOCUMENT_CASE"":0.25}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-033-D1,SYN-CU-010-CU003-033,train,1,authenticate_and_scope,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"Here's what brought me in over the weekend: I want to know which terms apply before I transfer a balance. This came up this week. Please help me understand the applicable fee, APR, promotion, and eligible amount without assuming terms. For context, I want the applicable agreement rather than a generic estimate. It is not an emergency, but I need a clear next step.",7adb14e8ec634ed2,train_stage0_template4,positive,low,routine,not_started,routine,authorized,information_request,11764.48,120,weekend,"[""reg_z_terms_review""]","{""amount_usd"":11764.48,""event_age_hours"":120,""business_day_context"":""weekend"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",INTAKE_ROUTINE,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""DOCUMENT_CASE""]",VERIFY_IDENTITY,"[""CLARIFY_REQUEST"",""DOCUMENT_CASE""]","[""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH""]","{""CLARIFY_REQUEST"":0.25,""DOCUMENT_CASE"":0.25,""VERIFY_IDENTITY"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-033-D2,SYN-CU-010-CU003-033,train,2,investigate_and_classify,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"The timing was about five days ago. The amount is $11,764.48 and I want the applicable agreement rather than a generic estimate.",83b45e11bdbd9c96,train_stage1_template3,negative,low,routine,verified,routine,authorized,information_request,11764.48,120,weekend,"[""reg_z_terms_review""]","{""amount_usd"":11764.48,""event_age_hours"":120,""business_day_context"":""weekend"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CARD_TERMS,"[""REVIEW_CARD_TERMS"",""EXPLAIN_GENERAL_PROCESS"",""REFER_CARD_SPECIALIST"",""DOCUMENT_CASE""]",REVIEW_CARD_TERMS,"[""DOCUMENT_CASE"",""EXPLAIN_GENERAL_PROCESS""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""STATE_UNVERIFIED_POLICY""]","{""DOCUMENT_CASE"":0.25,""EXPLAIN_GENERAL_PROCESS"":0.25,""REFER_CARD_SPECIALIST"":-1.0,""REVIEW_CARD_TERMS"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-033-D3,SYN-CU-010-CU003-033,train,3,resolve_or_escalate,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"For this balance-transfer terms involving $11,764.48 from about five days ago, what is the safe next step and who owns it? It is not an emergency, but I need a clear next step.",7b9d86df55778818,train_stage2_template1,negative,low,routine,verified,routine,authorized,information_request,11764.48,120,weekend,"[""reg_z_terms_review""]","{""amount_usd"":11764.48,""event_age_hours"":120,""business_day_context"":""weekend"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CLOSE_ROUTINE,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""CLOSE_INTERACTION""]",CONFIRM_NEXT_STEP,"[""CLOSE_INTERACTION"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":0.25,""CONFIRM_NEXT_STEP"":1.0,""DOCUMENT_CASE"":0.25}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-034-D1,SYN-CU-010-CU003-034,train,1,authenticate_and_scope,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"I'm trying to sort out a credit-union issue. I need to understand the balance-transfer fee and rate; this came up recently, and I need to understand the applicable fee, APR, promotion, and eligible amount without assuming terms. I called after regular business hours; I may have a targeted offer.",4589fa4836d4b102,train_stage0_template5,negative,low,routine,not_started,routine,authorized,information_request,10983.58,240,weekday_after_hours,"[""reg_z_terms_review""]","{""amount_usd"":10983.58,""event_age_hours"":240,""business_day_context"":""weekday_after_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I may have a targeted offer""}",INTAKE_ROUTINE,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""DOCUMENT_CASE""]",VERIFY_IDENTITY,"[""CLARIFY_REQUEST"",""DOCUMENT_CASE""]","[""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH""]","{""CLARIFY_REQUEST"":0.25,""DOCUMENT_CASE"":0.25,""VERIFY_IDENTITY"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-034-D2,SYN-CU-010-CU003-034,train,2,investigate_and_classify,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"The main facts are that I may have a targeted offer; the amount is $10,983.58; and it occurred around ten days ago.",4554b46f3a75280d,train_stage1_template5,negative,low,routine,verified,routine,authorized,information_request,10983.58,240,weekday_after_hours,"[""reg_z_terms_review""]","{""amount_usd"":10983.58,""event_age_hours"":240,""business_day_context"":""weekday_after_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I may have a targeted offer""}",CARD_TERMS,"[""REVIEW_CARD_TERMS"",""EXPLAIN_GENERAL_PROCESS"",""REFER_CARD_SPECIALIST"",""DOCUMENT_CASE""]",REVIEW_CARD_TERMS,"[""DOCUMENT_CASE"",""EXPLAIN_GENERAL_PROCESS""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""STATE_UNVERIFIED_POLICY""]","{""DOCUMENT_CASE"":0.25,""EXPLAIN_GENERAL_PROCESS"":0.25,""REFER_CARD_SPECIALIST"":-1.0,""REVIEW_CARD_TERMS"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-034-D3,SYN-CU-010-CU003-034,train,3,resolve_or_escalate,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"For this balance-transfer terms involving $10,983.58 from around ten days ago, what is the safe next step and who owns it? It is not an emergency, but I need a clear next step.",199757e5b18c27ed,train_stage2_template1,neutral,low,routine,verified,routine,authorized,information_request,10983.58,240,weekday_after_hours,"[""reg_z_terms_review""]","{""amount_usd"":10983.58,""event_age_hours"":240,""business_day_context"":""weekday_after_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I may have a targeted offer""}",CLOSE_ROUTINE,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""CLOSE_INTERACTION""]",CONFIRM_NEXT_STEP,"[""CLOSE_INTERACTION"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":0.25,""CONFIRM_NEXT_STEP"":1.0,""DOCUMENT_CASE"":0.25}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-035-D1,SYN-CU-010-CU003-035,train,1,authenticate_and_scope,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"Can you look into this for me? I want to know which terms apply before I transfer a balance; this came up today. I want to understand the applicable fee, APR, promotion, and eligible amount without assuming terms. I am reaching out during regular business hours, and I want the applicable agreement rather than a generic estimate.",e8f1f95be43f12a4,train_stage0_template3,positive,low,routine,not_started,routine,authorized,information_request,1106.09,3,weekday_business_hours,"[""reg_z_terms_review""]","{""amount_usd"":1106.09,""event_age_hours"":3,""business_day_context"":""weekday_business_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",INTAKE_ROUTINE,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""DOCUMENT_CASE""]",VERIFY_IDENTITY,"[""CLARIFY_REQUEST"",""DOCUMENT_CASE""]","[""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH""]","{""CLARIFY_REQUEST"":0.25,""DOCUMENT_CASE"":0.25,""VERIFY_IDENTITY"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-035-D2,SYN-CU-010-CU003-035,train,2,investigate_and_classify,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"The amount is $1,106.09. It happened earlier today. The useful detail is that I want the applicable agreement rather than a generic estimate.",9da80312a4c3286d,train_stage1_template1,neutral,medium,routine,verified,routine,authorized,information_request,1106.09,3,weekday_business_hours,"[""reg_z_terms_review""]","{""amount_usd"":1106.09,""event_age_hours"":3,""business_day_context"":""weekday_business_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CARD_TERMS,"[""REVIEW_CARD_TERMS"",""EXPLAIN_GENERAL_PROCESS"",""REFER_CARD_SPECIALIST"",""DOCUMENT_CASE""]",REVIEW_CARD_TERMS,"[""DOCUMENT_CASE"",""EXPLAIN_GENERAL_PROCESS""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""STATE_UNVERIFIED_POLICY""]","{""DOCUMENT_CASE"":0.25,""EXPLAIN_GENERAL_PROCESS"":0.25,""REFER_CARD_SPECIALIST"":-1.0,""REVIEW_CARD_TERMS"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-035-D3,SYN-CU-010-CU003-035,train,3,resolve_or_escalate,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"Given that I want the applicable agreement rather than a generic estimate and the event was earlier today, which team or process should take the next step? I reached out during regular business hours.",fe6c63892f8551b7,train_stage2_template4,negative,medium,routine,verified,routine,authorized,information_request,1106.09,3,weekday_business_hours,"[""reg_z_terms_review""]","{""amount_usd"":1106.09,""event_age_hours"":3,""business_day_context"":""weekday_business_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CLOSE_ROUTINE,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""CLOSE_INTERACTION""]",CONFIRM_NEXT_STEP,"[""CLOSE_INTERACTION"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":0.25,""CONFIRM_NEXT_STEP"":1.0,""DOCUMENT_CASE"":0.25}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-036-D1,SYN-CU-010-CU003-036,train,1,authenticate_and_scope,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"Can you look into this for me? I want to know which terms apply before I transfer a balance; this came up this week. I want to understand the applicable fee, APR, promotion, and eligible amount without assuming terms. I am reaching out after regular business hours, and I want the applicable agreement rather than a generic estimate.",41d58a29bdbf20b8,train_stage0_template3,positive,low,routine,not_started,routine,authorized,information_request,3967.60,72,weekday_after_hours,"[""reg_z_terms_review""]","{""amount_usd"":3967.6,""event_age_hours"":72,""business_day_context"":""weekday_after_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",INTAKE_ROUTINE,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""DOCUMENT_CASE""]",VERIFY_IDENTITY,"[""CLARIFY_REQUEST"",""DOCUMENT_CASE""]","[""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH""]","{""CLARIFY_REQUEST"":0.25,""DOCUMENT_CASE"":0.25,""VERIFY_IDENTITY"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-036-D2,SYN-CU-010-CU003-036,train,2,investigate_and_classify,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"For context, the amount is $3,967.60; the event was about three days ago, and I want the applicable agreement rather than a generic estimate.",f53692a52c4813f7,train_stage1_template2,neutral,medium,routine,verified,routine,authorized,information_request,3967.60,72,weekday_after_hours,"[""reg_z_terms_review""]","{""amount_usd"":3967.6,""event_age_hours"":72,""business_day_context"":""weekday_after_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CARD_TERMS,"[""REVIEW_CARD_TERMS"",""EXPLAIN_GENERAL_PROCESS"",""REFER_CARD_SPECIALIST"",""DOCUMENT_CASE""]",REVIEW_CARD_TERMS,"[""DOCUMENT_CASE"",""EXPLAIN_GENERAL_PROCESS""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""STATE_UNVERIFIED_POLICY""]","{""DOCUMENT_CASE"":0.25,""EXPLAIN_GENERAL_PROCESS"":0.25,""REFER_CARD_SPECIALIST"":-1.0,""REVIEW_CARD_TERMS"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-036-D3,SYN-CU-010-CU003-036,train,3,resolve_or_escalate,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"What should happen next when I want to know which terms apply before I transfer a balance, with the event occurring about three days ago, given that I want the applicable agreement rather than a generic estimate, and what outcome should not be promised yet?",feddd28d6177258e,train_stage2_template2,neutral,low,routine,verified,routine,authorized,information_request,3967.60,72,weekday_after_hours,"[""reg_z_terms_review""]","{""amount_usd"":3967.6,""event_age_hours"":72,""business_day_context"":""weekday_after_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I want the applicable agreement rather than a generic estimate""}",CLOSE_ROUTINE,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""CLOSE_INTERACTION""]",CONFIRM_NEXT_STEP,"[""CLOSE_INTERACTION"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":0.25,""CONFIRM_NEXT_STEP"":1.0,""DOCUMENT_CASE"":0.25}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-037-D1,SYN-CU-010-CU003-037,train,1,authenticate_and_scope,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"I'm trying to sort out a credit-union issue. I need to understand the balance-transfer fee and rate; this came up this week, and I need to understand the applicable fee, APR, promotion, and eligible amount without assuming terms. I called during regular business hours; I may have a targeted offer.",520fbb4a9bcde0fc,train_stage0_template5,neutral,low,time_sensitive,not_started,routine,authorized,information_request,9748.75,72,weekday_business_hours,"[""reg_z_terms_review""]","{""amount_usd"":9748.75,""event_age_hours"":72,""business_day_context"":""weekday_business_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I may have a targeted offer""}",INTAKE_ROUTINE,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""DOCUMENT_CASE""]",VERIFY_IDENTITY,"[""CLARIFY_REQUEST"",""DOCUMENT_CASE""]","[""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH""]","{""CLARIFY_REQUEST"":0.25,""DOCUMENT_CASE"":0.25,""VERIFY_IDENTITY"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-037-D2,SYN-CU-010-CU003-037,train,2,investigate_and_classify,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"For context, the amount is $9,748.75; the event was about three days ago, and I may have a targeted offer.",46a69f7131a7c916,train_stage1_template2,neutral,low,time_sensitive,verified,routine,authorized,information_request,9748.75,72,weekday_business_hours,"[""reg_z_terms_review""]","{""amount_usd"":9748.75,""event_age_hours"":72,""business_day_context"":""weekday_business_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I may have a targeted offer""}",CARD_TERMS,"[""REVIEW_CARD_TERMS"",""EXPLAIN_GENERAL_PROCESS"",""REFER_CARD_SPECIALIST"",""DOCUMENT_CASE""]",REVIEW_CARD_TERMS,"[""DOCUMENT_CASE"",""EXPLAIN_GENERAL_PROCESS""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""STATE_UNVERIFIED_POLICY""]","{""DOCUMENT_CASE"":0.25,""EXPLAIN_GENERAL_PROCESS"":0.25,""REFER_CARD_SPECIALIST"":-1.0,""REVIEW_CARD_TERMS"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-037-D3,SYN-CU-010-CU003-037,train,3,resolve_or_escalate,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"What should happen next when I need to understand the balance-transfer fee and rate, with the event occurring about three days ago, given that I may have a targeted offer, and what outcome should not be promised yet?",953a1eac15fb5e0b,train_stage2_template2,negative,low,time_sensitive,verified,routine,authorized,information_request,9748.75,72,weekday_business_hours,"[""reg_z_terms_review""]","{""amount_usd"":9748.75,""event_age_hours"":72,""business_day_context"":""weekday_business_hours"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""I may have a targeted offer""}",CLOSE_ROUTINE,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""CLOSE_INTERACTION""]",CONFIRM_NEXT_STEP,"[""CLOSE_INTERACTION"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":0.25,""CONFIRM_NEXT_STEP"":1.0,""DOCUMENT_CASE"":0.25}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-038-D1,SYN-CU-010-CU003-038,train,1,authenticate_and_scope,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"Here's what brought me in over the weekend: I am comparing the balance-transfer promotion with my regular APR. This came up yesterday. Please help me understand the applicable fee, APR, promotion, and eligible amount without assuming terms. For context, purchase and transfer rates may differ. It is not an emergency, but I need a clear next step.",cc02276a3bf8ad51,train_stage0_template4,neutral,low,routine,not_started,routine,authorized,information_request,3498.60,20,weekend,"[""reg_z_terms_review""]","{""amount_usd"":3498.6,""event_age_hours"":20,""business_day_context"":""weekend"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""purchase and transfer rates may differ""}",INTAKE_ROUTINE,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""DOCUMENT_CASE""]",VERIFY_IDENTITY,"[""CLARIFY_REQUEST"",""DOCUMENT_CASE""]","[""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH""]","{""CLARIFY_REQUEST"":0.25,""DOCUMENT_CASE"":0.25,""VERIFY_IDENTITY"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-038-D2,SYN-CU-010-CU003-038,train,2,investigate_and_classify,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"For context, the amount is $3,498.60; the event was yesterday, and purchase and transfer rates may differ.",c9de2f17dbbe39eb,train_stage1_template2,positive,low,routine,verified,routine,authorized,information_request,3498.60,20,weekend,"[""reg_z_terms_review""]","{""amount_usd"":3498.6,""event_age_hours"":20,""business_day_context"":""weekend"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""purchase and transfer rates may differ""}",CARD_TERMS,"[""REVIEW_CARD_TERMS"",""EXPLAIN_GENERAL_PROCESS"",""REFER_CARD_SPECIALIST"",""DOCUMENT_CASE""]",REVIEW_CARD_TERMS,"[""DOCUMENT_CASE"",""EXPLAIN_GENERAL_PROCESS""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""STATE_UNVERIFIED_POLICY""]","{""DOCUMENT_CASE"":0.25,""EXPLAIN_GENERAL_PROCESS"":0.25,""REFER_CARD_SPECIALIST"":-1.0,""REVIEW_CARD_TERMS"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU003-038-D3,SYN-CU-010-CU003-038,train,3,resolve_or_escalate,CU003,card_balance_transfer_terms,cards,credit_card,card_balance_transfer_terms,"Before we finish, what action is appropriate when I am comparing the balance-transfer promotion with my regular APR, with $3,498.60 involved, and what expectation can be confirmed?",2575bf6205bdef04,train_stage2_template5,negative,low,routine,verified,routine,authorized,information_request,3498.60,20,weekend,"[""reg_z_terms_review""]","{""amount_usd"":3498.6,""event_age_hours"":20,""business_day_context"":""weekend"",""status_claim"":""information_request"",""authorization_claim"":""authorized"",""policy_dependency"":""card_agreement_and_offer_terms"",""member_supplied_detail"":""purchase and transfer rates may differ""}",CLOSE_ROUTINE,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""CLOSE_INTERACTION""]",CONFIRM_NEXT_STEP,"[""CLOSE_INTERACTION"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":0.25,""CONFIRM_NEXT_STEP"":1.0,""DOCUMENT_CASE"":0.25}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
